from,to,cost
50286,50134,0.876350183833262
50286,50378,0.773266128819259
50286,50487,1.96342520152996
50286,50107,3.41808612603938
50286,50762,1.72678760605109
50287,50212,2.94187801743976
50287,50743,2.33406591875544
50287,50228,1.29760326418465
50287,50423,6.79825254342302
50288,50192,0.434287328992381
50288,50194,1.6795440444495
50289,50224,0.333428680317567
50289,50048,1.97925746586654
50289,50220,2.23332667260832
50290,50290,11.37335833399944
50290,50388,6.2981145967637
50290,50072,9.54950087681129
50290,50170,6.169433381634793
50290,50364,6.18721464175192
50290,50026,6.900339977507789
50291,50112,1.5741966144718
50291,50017,1.37359826929464
50291,50682,11.0382863727771
50291,50602,2.92802634582644
50292,50241,3.57471420284984
50292,50309,1.93217056967854
50292,50261,1.7296061813693
50293,50408,1.76100848566831
50293,50001,2.18937691576277
50294,50414,2.72784344401561
50294,50020,1.546440080642697
50294,50294,1.499613066459046
50294,50502,2.163662948568073
50295,50208,6.479171013669544
50295,50283,5.32935107800665
50295,50011,1.3562058487811641
50295,50295,1.072369380147468
50296,50389,1.38696936612581
50296,50191,4.39825119400499
50297,50432,1.39439113536008
50297,50017,1.9221180155776
50297,50196,1.79083100068756
50297,50452,2.69072287620515
50297,50123,5.18080315539283
50297,50189,5.59911077626038
50297,50654,0.958572004481411
50298,50424,0.373169882033869
50298,50052,3.20711585924719
50299,50362,1.44063027410179
50299,50427,0.986128698742976
50299,50060,6.54402826445121
50300,50363,3.56115452524213
50300,50340,4.50539255234311
50300,50006,1.66182755015394
50301,50129,0.745025853727077
50301,50612,0.509348665449127
50301,50214,0.901981514473438
50301,50599,0.687237340385038
50301,50187,4.97390884887239
50301,50029,2.64875445795718
50302,50304,6.88495527522606
50302,50008,3.95688833875175
50302,50181,6.09058200854566
50303,50160,1.46612006399961
50303,50759,1.19577253380992
50303,50232,1.709990529107948
50303,50185,2.97696048015689
50303,50471,1.36401934910339
50303,50303,0.165017274084692
50304,50080,2.89018800123436
50304,50304,6.1093402024791
50304,50178,0.807769648688829
50304,50302,6.88495527522606
50304,50215,3.958676673046819
50305,50725,0.641948004540867
50305,50718,1.90891600847342
50306,50146,9.74708270631869
50306,50187,6.08631118490392
50306,50282,6.34137864353474
50306,50306,6.86184196665406
50306,50350,4.71192441911863
50307,50241,0.365240573454574
50307,50307,0.67173269874316
50307,50134,1.13027365415282
50307,50761,0.575316553792141
50307,50237,0.7293045600122681
50307,50174,1.74441804874778
50308,50237,1.1299193980878
50308,50174,1.15261355820289
50309,50144,2.504687580064697
50309,50323,2.6501562698885532
50309,50292,1.93217056967854
50309,50309,0.64192056546287
50309,50395,1.311020211336134
50309,50251,1.440030409866761
50309,50078,3.1595865357914903
50310,50114,1.826491381209718
50310,50259,2.5119717207846
50310,50343,4.33025656456695
50310,50310,2.51002542291108
50310,50423,3.12198103177539
50311,50201,1.15739147797021
50311,50349,0.776438240191199
50311,50022,0.992960275900487
50311,50383,0.732070719560987
50312,50268,0.174728987431702
50312,50335,0.417767485940799
50313,50371,1.13724101513185
50313,50093,5.16821038049159
50313,50422,5.17380347879718
50314,50056,4.20591304839145
50314,50408,2.09438585744493
50314,50212,2.85812076810325
50314,50743,1.35424399631628
50315,50408,3.7654835282697103
50315,50168,0.716071039928549
50315,50315,3.0510019582961
50315,50013,4.75740196611906
50315,50473,0.852518348254216
50316,50318,3.47437521271347
50317,50327,0.547748437437335
50318,50316,3.47437521271347
50318,50030,2.64402424957341
50319,50515,1.07288100003253
50319,50036,1.62412400482953
50319,50230,7.73490141430721
50320,50545,0.640320847661638
50320,50138,3.32478164099871
50320,50538,0.721008448801262
50321,50130,2.34204597325191
50321,50244,0.983461849363091
50322,50256,0.124666666666667
50322,50136,0.213364648515903
50322,50378,0.704605432027807
50322,50268,0.21785397685177
50322,50762,0.682794626323911
50322,50286,1.36114029386127
50323,50323,2.587639688214653
50323,50309,6.36037504773252
50323,50502,2.59951638782992
50323,50504,0.747027346464376
50323,50022,0.951112198203836
50323,50042,0.33532825930079
50323,50078,3.0970699541175897
50323,50383,1.11709008992835
50324,50327,2.38590903103697
50324,50047,3.17152617878629
50325,50370,2.50700945206765
50325,50743,1.22025901171701
50326,50417,0.690441010716384
50326,50762,1.68134243944204
50326,50516,0.124666666666667
50326,50521,0.450716708941764
50327,50720,2.28740221775651
50327,50324,2.38590903103697
50327,50134,4.21482047319226
50327,50393,0.945725148886184
50327,50425,3.36012055648761
50327,50279,2.05393845500781
50327,50317,0.22822851559889
50327,50286,0.240322227859321
50327,50173,2.35144149424265
50328,50354,0.810100411465331
50328,50396,3.18606988586718
50329,50120,2.29622436054689
50329,50483,0.326118202865281
50329,50334,6.73346287641421
50329,50198,0.692586794641075
50330,51170,0.6364289560074631
50330,50101,0.519373403589964
50330,50185,0.547723404716719
50330,50330,0.221864410732804
50330,50235,0.665216577284654
50330,50412,2.04854082742764
50331,50281,0.414494535135555
50331,50492,1.15432092117904
50331,50374,9.02044105863894
50332,50145,1.13389254588673
50332,50450,0.597441607780491
50332,50379,1.3746074864815
50332,50005,4.27050686901992
50333,50064,3.17763051211535
50333,50233,1.3187636467691
50333,50396,1.85734217482638
50334,50329,6.73346287641421
50334,50482,0.494593953586295
50334,50394,0.862399587769987
50334,50206,1.73130184197974
50335,50312,0.428935650657791
50335,50417,10.1494172500497
50335,50278,0.40540676569222
50336,50049,1.4999379731947
50336,50034,2.67756750284516
50336,50533,2.58924558806857
50336,50518,0.660912481322002
50336,50089,2.70200957097386
50336,50266,0.761667515742762
50336,50358,1.43450697626387
50336,50351,6.96735254879796
50337,50185,3.55020381141905
50337,50242,4.72256646627213
50337,50054,3.17248377262959
50338,50161,1.73080292821459
50338,50428,0.977374732702891
50338,50253,4.71201302167553
50339,50211,3.056836064420212
50339,50004,3.42852605761645
50339,50339,5.1026629669435
50339,50423,1.51225418094035
50340,50153,12.0911756558709
50340,50363,2.84884112290886
50340,50300,4.50539255234311
50341,50392,1.62638001437491
50341,50154,6.079740303552477
50341,50282,13.529973843225958
50341,50341,1.116609306615854
50341,50030,3.303977841757259
50342,50401,4.18558797324922
50342,50274,4.56142431366716
50343,50259,14.394398260249801
50343,50085,4.49203973843587
50343,50310,4.33025656456695
50343,50343,6.39362896226102
50343,50344,1.72716921054502
50343,50105,5.86375713315112
50343,50035,7.309652254987615
50344,50105,1.86823117753311
50344,50420,2.13558549220927
50344,50343,1.72716921054502
50345,50472,5.74932894321389
50345,50345,0.862615737404682
50345,50469,1.296001724126909
50345,50151,1.95047736794811
50346,50178,2.02092950225261
50346,50213,3.34819331400991
50346,50094,2.13540672768281
50346,50215,1.49950116332318
50347,50274,4.13469429568766
50347,50443,1.50934543018224
50347,50253,6.92240872254915
50348,50407,4.14253053537819
50348,50055,1.83965651718604
50349,50201,0.900446399101199
50349,50383,4.08494958467466
50349,50045,1.17060510935874
50349,50311,0.820808857809541
50350,50306,4.71192441911863
50350,50367,6.75529892784098
50350,50263,4.98648863447915
50351,50336,6.96735254879796
50351,50361,3.05055354248715
50351,50259,7.3351852735653
50351,50118,4.195224347824384
50351,50351,6.85896223987328
50352,50384,2.2130380716721
50352,50260,1.43239832123193
50353,50624,0.92837292221513
50353,50437,1.89724179081766
50353,50622,1.2086569226858
50353,50447,0.485646018293728
50354,50016,0.966503969301916
50354,50328,0.956848870243824
50354,50474,1.01829027318744
50354,50713,2.30191482883522
50355,50275,3.38186311384538
50355,50119,6.5989128970259
50356,50259,4.62928933710364
50356,50359,2.42509760142363
50356,50419,0.661380168050623
50357,50104,1.29947033995148
50357,50136,0.429592564768627
50357,50255,0.124666666666667
50358,50336,1.49118959724258
50358,50049,1.59160414786665
50358,50226,3.03732441043245
50358,50051,1.77015643410497
50358,50520,0.205593663833603
50359,50528,12.839939764323415
50359,50356,1.14590153022761
50359,50118,2.50204934763801
50359,50359,6.1039025912349
50359,50152,4.0606997083512795
50359,50361,8.71607403978076
50359,50266,10.850536312437715
50359,50151,15.221778903187179
50360,50248,5.31547144000604
50360,50360,9.97556735391696
50360,50058,8.5814981840747
50360,50163,5.69293766740159
50361,50259,6.18645954643464
50361,50118,6.477161085951204
50361,50166,5.79332716068336
50361,50359,3.63169751657531
50361,50361,7.99217325086944
50361,50351,3.05055354248715
50362,50394,2.95944539299643
50362,50299,1.44063027410179
50362,50135,1.13461181150388
50363,50588,0.706533402002056
50363,50169,1.34349871738732
50363,50340,2.84884112290886
50363,50006,1.04988634068245
50363,50300,3.56115452524213
50364,50290,6.18721464175192
50364,50092,3.38412822911749
50364,50119,1.98521436027471
50365,50032,2.737175373854
50365,50098,0.377541614719054
50365,51171,2.108791372711267
50365,50186,3.04178070695118
50365,50365,0.860669891492334
50366,50265,1.22653436140021
50366,50171,4.83715889664651
50367,50350,6.75529892784098
50367,50191,2.91111311361623
50368,50016,12.3994111113234
50368,50060,3.89287203066911
50368,50206,2.44993682976437
50369,50188,5.35570595280926
50369,50390,3.39358344474927
50370,50056,1.06698724553594
50370,50325,1.04458727169485
50370,50277,7.92698323862702
50371,50033,2.96092717389347
50371,50313,1.13724101513185
50372,50068,2.19124272399659
50372,50093,4.62031374524145
50373,50284,0.350761806520226
50373,50197,1.99391737794518
50374,50492,0.615623533472466
50374,50491,0.712563064082935
50374,50188,10.2351087080676
50374,50331,9.02044105863894
50374,50103,4.6767487548558
50375,50154,1.92045290727484
50375,50419,2.03571344577846
50375,50149,0.300567802653524
50375,50079,3.13946227993823
50376,50443,6.28594539057458
50376,50023,5.33843453270536
50377,50410,4.51405578486946
50377,50524,1.07263148344828
50377,50086,2.14786675864979
50377,50527,0.680678977320451
50378,50720,0.473556131930672
50378,50322,0.680202120192501
50378,50286,0.844803992085744
50378,50175,0.301427408359696
50379,50065,0.623496121244837
50379,50756,1.39946663172868
50379,50487,4.13091744318448
50379,50145,0.477807520408457
50379,50203,2.85568458767336
50379,50332,1.3519662899101
50380,50216,3.40134890938894
50380,50246,0.609854998987365
50381,50109,1.26639275679673
50381,50069,2.54000886697825
50381,50255,0.843657653087176
50382,50267,0.514695877299987
50382,50254,0.889524839145099
50383,50034,0.263274753905831
50383,50323,1.17116678020287
50383,50349,4.08494958467466
50383,50311,0.716533062585732
50384,50352,2.2130380716721
50384,50120,4.99810123427701
50384,50198,2.46807232489633
50385,50120,3.49797364694193
50385,50390,5.32367376112418
50385,50222,0.660772031097037
50386,50162,1.54056455356177
50386,50143,2.74489597538131
50387,50390,2.25878666056352
50387,50103,2.31422672454356
50388,50290,6.2981145967637
50388,50140,1.38052584080997
50389,50755,0.856281036621897
50389,50227,5.09095716120389
50389,50296,1.38696936612581
50389,50717,1.40284907348573
50389,50718,3.22942611554125
50389,50559,1.14418913611273
50390,50385,5.32367376112418
50390,50387,2.25878666056352
50390,50021,1.19279799677793
50390,50369,3.39358344474927
50391,50198,2.65364960969495
50391,50087,0.959141943854444
50392,50419,5.15971455607154
50392,50149,2.90251995421335
50392,50341,1.62638001437491
50393,50327,0.945725148886184
50393,50015,2.12679635248765
50394,50362,2.95944539299643
50394,50334,0.862399587769987
50395,50144,1.569915041996551
50395,50395,1.21535806726332
50395,50309,0.546258421390056
50395,50055,3.31855263616095
50395,50251,1.344368265793947
50395,50413,2.29269001601562
50396,50179,0.622089940956073
50396,50328,2.87763970588028
50396,50233,0.561944206115933
50396,50426,7.62134104314177
50396,50474,4.14166855239637
50396,50333,1.42821933005696
50398,50264,4.83104832852792
50398,50435,1.02863413115881
50398,50239,3.44778327253216
50399,50200,0.338644570617242
50399,50280,0.954805735654534
50399,50403,4.954683456493952
50399,50158,6.897083425419512
50399,50399,1.850357068390124
50400,50245,0.949611470539071
50400,50431,4.07512569627293
50401,50649,1.19654640339908
50401,50458,2.03269118285588
50401,50652,1.52316195967086
50401,50342,4.18558797324922
50402,50168,1.1040336989039
50402,50209,5.55982352197481
50402,50414,2.91102904493393
50403,50200,4.832726811897058
50403,50618,1.27051837600857
50403,50403,4.13093765983052
50403,50158,3.61743432465322
50403,50399,4.954683456493952
50404,50202,6.99842441861758
50404,50095,4.45453369976812
50404,50246,3.26680495897635
50404,50039,3.85916648857645
50405,50073,0.570084368257909
50405,50014,0.357859147040931
50406,50418,1.64867772601196
50406,50037,0.886493996468154
50406,50407,4.83870038351119
50407,50040,6.44355463778554
50407,50348,4.14253053537819
50407,50406,4.83870038351119
50408,50408,4.47996509824332
50408,50314,0.872660773935387
50408,50315,3.7654835282697103
50408,50293,1.76100848566831
50408,50013,5.47188353609267
50409,50160,11.710109001149402
50409,51171,4.504068858438662
50409,50180,9.609178842156801
50409,50421,3.21204692302471
50409,50409,1.043330989368786
50409,50232,3.38665473313335
50409,50249,6.293907902813836
50409,50415,3.5645767495302003
50409,51172,0.691489311089672
50409,50147,6.464570932026346
50410,50377,4.51405578486946
50410,50007,2.5333882513688
50411,50411,3.58907508629176
50411,51172,9.990351603449996
50411,50101,1.04676820989478
50411,50759,1.12892950164885
50411,50232,12.653501049767389
50411,50235,5.738811241171375
50411,50415,7.079154205431227
50412,50156,0.822483670892893
50412,50098,1.29309369710341
50412,50412,0.670699384521776
50412,50330,1.75179091932659
50412,50462,1.37810350377229
50413,50395,2.29269001601562
50413,50052,3.65636986912543
50414,50504,0.9735848362727
50414,50402,2.91102904493393
50414,50251,5.44373737886103
50414,50261,3.15093879490232
50414,50294,2.72784344401561
50415,50235,1.17400630552676
50415,50098,3.2125375146480177
50415,51171,5.014313702821601
50415,51172,11.703719681429865
50415,50101,4.617958472498873
50415,50232,14.366869127747258
50415,50409,3.5645767495302003
50415,50411,7.079154205431227
50415,50415,0.54338920485528
50416,50099,4.15734349657902
50416,50091,1.32843049578072
50417,50326,0.727850845984802
50417,50335,10.1494172500497
50418,50182,4.92446645994841
50418,50406,0.686949052504984
50418,50429,0.656994912974118
50419,50392,5.15971455607154
50419,50356,1.5873124033215
50419,50742,3.0933742806364
50419,50375,0.848213935741024
50420,50344,2.13558549220927
50420,50105,0.365141798851421
50420,50116,2.19956093125092
50420,50228,3.64818117211303
50421,50160,12.26245960648231
50421,50421,2.2418930212197
50421,50147,2.12941491087864
50421,50180,10.161529447489709
50421,51173,6.3129761459915
50421,51175,4.850695081034926
50421,50249,6.846258508146743
50421,50186,3.98262457390288
50421,50409,3.21204692302471
50421,51172,3.584281523324793
50421,50090,5.70623977888918
50422,50313,5.17380347879718
50422,50465,3.0435853164693
50422,50097,4.06126673635858
50423,50287,6.79825254342302
50423,50114,3.760339523771398
50423,50339,1.51225418094035
50423,50310,1.30082542990641
50423,50423,6.37772170803444
50424,50298,0.373169882033869
50424,50236,0.572567560096072
50424,50062,1.73220820998485
50425,50122,1.44921468338326
50425,50327,3.36012055648761
50426,50396,7.62134104314177
50427,50299,0.986128698742976
50427,50221,1.3784068111394
50428,50161,2.82818763703277
50428,50338,2.34569935848694
50428,50139,3.41553423053443
50428,50092,0.527839396916625
50429,50418,0.273747880405883
50429,50091,2.77336673277115
50429,50444,4.71729015693177
50430,50129,1.37725962148045
50430,50076,2.19951849451949
50430,50446,0.849370519449538
50430,50639,2.515701608834
50431,50400,4.07512569627293
50431,50027,3.49364515989943
50431,50436,2.98396123276819
50432,50297,1.04579335152006
50432,50267,3.15818272738196
50432,50254,0.790090990050041
50434,50460,4.73310048015457
50435,50088,1.34385524760341
50435,50445,7.09580333176856
50435,50398,2.46872191478115
50436,50441,3.71613667358496
50436,50431,2.98396123276819
50436,50447,4.52081348101134
50437,50353,1.89724179081766
50437,50447,0.534828792309695
50437,50025,8.28633570303355
50438,50439,0.596648719041964
50438,50447,0.314079970290758
50439,50624,1.41261079620699
50439,50440,0.586773309815995
50439,50622,1.39947006460927
50439,50438,0.535955185904655
50440,50017,2.95333041828993
50440,50452,1.8166075451148
50440,50613,0.677250494409799
50440,50614,0.657842633465301
50440,50439,0.519496942903491
50440,50441,0.637627008153238
50440,50622,1.73543459719006
50441,50440,0.637627008153238
50441,50436,3.71613667358496
50442,50458,3.86762679506119
50442,50443,5.13745088135952
50443,50376,6.28594539057458
50443,50442,5.13745088135952
50443,50347,1.50934543018224
50444,50444,6.23539084407736
50444,50061,7.15906158098604
50444,50445,5.3673733931769405
50444,50429,4.71729015693177
50445,50435,7.09580333176856
50445,50444,5.3673733931769405
50445,50445,4.49935594227652
50445,50061,6.29104413008562
50446,50626,0.789946691156743
50446,50627,2.34785577487162
50446,50430,0.756660024102939
50447,50353,0.432687614455814
50447,50436,4.52081348101134
50447,50437,0.534828792309695
50447,50438,0.328542622365507
50448,50476,1.03014012860947
50448,50450,0.86300176638077
50448,50756,0.890231831239272
